@relation houses

@attribute median_house_value numeric
@attribute median_income numeric
@attribute housing_median_age numeric
@attribute total_rooms numeric
@attribute total_bedrooms numeric
@attribute population numeric
@attribute households numeric
@attribute latitude numeric
@attribute binaryClass {P,N}

@data
224500,5.276,23,3546,553,1533,518,33.19,N
173600,2.9716,15,3672,845,1827,796,33.19,N
274100,5.7409,19,3575,525,1654,559,33.19,N
153800,3.1875,5,3109,634,1823,578,33.24,N
98500,2.765,13,3619,791,1759,806,33.23,N
169300,1.6402,24,2580,604,982,569,33.23,N
162400,4.0469,6,1580,288,792,265,33.24,N
108900,2.4375,15,4784,1039,1810,986,33.22,N
91200,2.7846,21,2868,602,855,559,33.22,N
91700,2.7417,16,1057,232,316,221,33.22,N
85800,2.2882,17,1246,300,424,288,33.21,N
184100,3.7568,4,14960,2988,6666,2612,33.22,N
215500,4.3762,11,20944,3753,8738,3441,33.19,N
157300,2.4754,16,2150,461,1428,407,33.2,N
87700,2.0147,16,1835,430,599,399,33.18,N
151600,3.0704,18,6235,1233,4127,1162,33.19,N
152100,4.3428,20,4835,854,2983,834,33.2,N
125600,3.676,35,2204,482,1435,462,33.22,N
189800,3.8958,4,1837,287,934,277,33.23,N
117100,2.675,18,2971,606,2051,493,33.21,N
103300,2.6442,31,1502,367,1514,342,33.21,N
99600,2.0272,29,1315,311,1425,306,33.2,N
150700,3.8156,13,6131,1040,4049,940,33.28,N
359000,6.3054,14,2513,351,1151,357,33.3,N
173900,4.3429,9,4609,798,2582,746,33.26,N
133800,4.1713,23,1678,275,1227,264,33.26,N
131000,3.7933,22,2329,419,1456,381,33.25,N
102300,3.125,14,3483,764,2140,687,33.25,N
97100,2.8558,13,3075,630,1843,674,33.25,N
186900,4.85,7,2499,420,1314,398,33.25,N
170900,3.6301,7,8206,1523,4399,1423,33.25,N
141000,3.1062,11,3737,757,2212,727,33.23,N
155600,2.5872,15,2919,592,1130,579,33.23,N
127900,3.33,15,1905,416,1258,388,33.23,N
143400,2.9386,13,4543,881,2298,870,33.24,N
134400,2.5729,14,25135,4819,35682,4769,33.35,N
257300,4.5764,17,2866,442,1354,431,33.34,N
263300,4.605,16,3165,482,1351,452,33.36,N
331300,6.2475,12,2924,433,1193,394,33.31,N
325700,5.4563,10,5294,817,2312,810,33.34,N
314400,6.1009,15,3310,488,1104,460,33.34,N
189900,2.7986,15,3313,679,1022,564,33.34,N
295900,4.0357,12,6358,1182,2778,1020,33.29,N
376800,5.1786,16,1921,312,862,280,33.28,N
146700,3,16,3536,765,2007,687,33.38,N
227000,3.7857,16,2704,463,1322,424,33.4,N
173200,2.8393,18,3339,704,1727,652,33.38,N
171200,3.668,16,2792,525,1696,516,33.38,N
134400,2.0956,17,1614,431,1031,389,33.38,N
137300,2.375,22,2699,543,1425,491,33.39,N
154600,2.2368,7,2221,548,1440,501,33.37,N
146900,1.995,8,1755,530,1687,511,33.37,N
180900,4.5391,14,4687,793,2436,779,33.37,N
222600,4.5,11,2786,480,1250,450,33.36,N
247000,2.3214,6,3725,960,2833,915,33.36,N
273300,5.5395,14,1902,338,848,304,33.46,N
296100,4.0882,16,3031,554,1301,518,33.41,N
208300,3.8547,17,2889,587,1931,510,33.39,N
291500,5.0507,14,5392,821,2350,810,33.38,N
168800,3.2614,19,3518,658,2091,610,33.36,N
117000,2.2393,16,2921,639,1838,540,33.31,N
243800,3.8438,14,1088,209,601,193,33.32,N
267600,7.0177,17,1800,312,891,281,33.29,N
264700,3.7644,14,3103,569,1704,539,33.26,N
232800,4.9375,11,3016,601,1727,541,33.27,N
419200,8.2531,17,2073,313,573,221,33.29,N
254100,4.7647,12,5898,1002,3129,945,33.26,N
250000,3.1553,17,2980,539,1531,505,33.2,N
234500,3.1906,11,4132,773,2012,703,33.22,N
281300,3.1272,11,4068,829,918,500,33.23,N
298100,4.9335,13,5819,919,2228,866,33.23,N
272200,4.15,14,3337,571,1385,512,33.23,N
307300,6.2079,12,4992,780,2106,801,33.24,N
294600,4.0328,16,2690,459,1253,393,33.2,N
286400,5.543,16,4409,629,1875,609,33.2,N
190800,3.3882,17,3675,672,1693,597,33.22,N
175000,1.7217,16,2134,643,1555,560,33.22,N
162500,1.9571,15,1430,343,704,322,33.22,N
240100,4.3068,26,1991,330,1014,304,33.24,N
196000,4.0776,13,3756,648,1767,614,33.23,N
150900,3.4359,21,1718,308,1194,312,33.23,N
172000,2.9875,13,2899,657,1946,579,33.23,N
97000,1.808,18,2334,573,962,557,33.22,N
148800,2.0246,16,3224,729,1036,608,33.22,N
162500,4.1316,20,1962,334,1173,349,33.22,N
151400,2.1293,9,2486,626,1938,525,33.21,N
164600,4.125,34,544,108,348,127,33.21,N
205000,4.6187,6,6160,993,2997,1029,33.25,N
198500,4.1405,5,20908,3933,9690,3510,33.23,N
196700,5.0249,5,2283,337,999,325,33.22,N
90800,1.8849,16,1420,311,470,313,33.22,N
98600,2.3844,13,2832,542,1065,531,33.22,N
177500,4.4531,5,5764,996,3161,1012,33.21,N
142600,3.9815,26,2010,347,1160,331,33.22,N
135800,3.5,19,2167,443,1654,435,33.22,N
136000,3.0197,26,1906,408,1325,427,33.21,N
175600,4.21,11,1472,261,1012,285,33.2,N
150700,4.2054,23,2145,379,1360,404,33.2,N
121900,2.8214,13,3163,725,1675,629,33.2,N
156900,4.3542,34,1852,322,978,332,33.2,N
139300,2.724,8,973,289,663,209,33.19,N
165800,3.4456,5,2697,639,1633,580,33.19,N
127200,2.066,9,1944,488,1992,453,33.21,N
121700,2.1875,19,1872,489,1859,446,33.21,N
111300,3.0982,18,1846,419,1581,387,33.21,N
147500,2.4505,25,1631,415,1045,386,33.2,N
171700,2.5119,26,1701,404,989,367,33.2,N
124500,2.0625,22,2361,618,1472,596,33.2,N
131300,2.7961,10,2050,473,1302,471,33.2,N
117000,2.6339,13,1203,292,1035,293,33.21,N
213800,3.6181,21,1934,386,861,381,33.21,N
198800,3.6375,19,4400,828,1901,735,33.21,N
205500,4.4844,31,1736,277,801,292,33.2,N
166000,3.5109,29,3372,720,1770,693,33.2,N
212500,4.8929,21,2284,360,999,356,33.2,N
253700,5.04,22,3337,518,1288,466,33.2,N
216900,2.7019,16,3004,656,1948,606,33.19,N
215700,2.9133,4,3371,773,1481,627,33.18,N
216100,2.9469,4,2342,595,1518,545,33.19,N
158500,4.2361,2,2629,509,1044,522,33.19,N
207000,4.5764,18,1891,306,830,279,33.19,N
159400,2.9191,19,1569,351,1035,352,33.19,N
192500,3.6346,22,2554,447,1147,422,33.19,N
200200,5.0195,19,3337,565,1646,554,33.18,N
182600,4.1807,6,7880,1533,3760,1460,33.17,N
239000,4.2383,18,2143,299,828,283,33.17,N
283900,5.552,7,2349,312,809,282,33.17,N
247800,5.5956,4,5846,894,2282,801,33.16,N
224400,5.6605,17,1704,263,781,281,33.16,N
111400,2.7644,15,3780,792,1632,721,33.18,N
160600,3.1667,17,821,176,436,168,33.18,N
157300,2.1205,16,3002,591,842,538,33.18,N
178100,6.2096,14,676,118,384,126,33.18,N
225600,4.5781,9,4540,793,2235,746,33.18,N
244900,4.6357,4,23915,4135,10877,3958,33.15,N
87500,4.0625,11,2560,445,952,448,33.15,N
237500,4.2826,4,9998,1874,3925,1672,33.17,N
135700,3.625,6,1487,362,810,322,33.17,N
228100,4,4,3066,625,1164,582,33.16,N
214500,3.6736,2,4624,946,2091,808,33.16,N
183900,3.3444,13,4273,886,2328,801,33.18,N
163800,3.75,16,1787,361,1446,362,33.17,N
218500,4.8152,21,3765,612,1722,593,33.19,N
209700,4.1128,7,3561,722,1921,657,33.18,N
196000,2.6487,13,2937,698,1246,579,33.16,N
91600,2.3159,13,4503,1137,3094,1091,33.16,N
199000,3.0139,11,4091,864,1927,765,33.15,N
139200,3.8147,19,2025,414,1663,403,33.14,N
210400,5.0123,5,4576,848,2314,705,33.14,N
163300,2.8586,12,4839,954,1708,952,33.14,N
132800,2.2278,15,1889,368,754,409,33.13,N
214300,3.0221,25,596,115,426,137,33.18,N
159900,3.1793,15,5923,1206,3943,1006,33.16,N
158500,3.5839,5,4750,962,2726,905,33.16,N
202700,5.6874,16,1660,236,733,214,33.16,N
193200,3.4833,15,2241,381,997,390,33.15,N
168400,5.5696,17,1149,182,702,192,33.15,N
174600,5.0346,16,1129,198,758,178,33.15,N
158900,2.3062,15,1070,208,470,217,33.14,N
172600,3.1776,16,3907,671,1759,663,33.15,N
170700,4.8526,16,1649,278,993,277,33.14,N
171400,4.1053,5,2618,539,1320,512,33.14,N
163600,4.1641,16,1710,272,1025,267,33.14,N
172600,3.8967,12,2363,408,1211,396,33.14,N
153900,4.0495,12,2258,456,1147,433,33.14,N
92000,2.3267,12,3652,923,1677,728,33.14,N
117500,2.32,7,6225,1683,5410,1580,33.15,N
168000,3.775,19,3068,596,912,554,33.13,N
247800,5.1194,18,4372,736,1473,675,33.12,N
258900,4.3672,4,3261,689,926,561,33.12,N
279900,5.1814,16,3470,601,1197,552,33.11,N
255800,5.311,8,8552,1437,3335,1323,33.12,N
240300,6.0336,10,3487,545,1410,557,33.11,N
237400,7.745,4,1862,291,685,248,33.1,N
171900,3.9464,14,3676,720,1176,614,33.1,N
500001,7.0423,22,2398,407,349,169,33.09,N
227100,4.1667,13,3730,761,1335,603,33.09,N
279600,6.3373,7,5320,855,2015,768,33.09,N
340300,7.5402,13,3651,465,1311,435,33.08,N
285200,6.617,14,7208,1012,3097,1014,33.08,N
299600,5.3905,12,5080,814,1958,716,33.08,N
129900,3.0426,9,5685,1442,3773,1250,33.13,N
154200,4.3846,15,1497,250,827,239,33.14,N
160900,4.2357,11,1430,292,921,294,33.14,N
160600,4.7426,16,2546,429,1683,408,33.14,N
157700,5.1842,17,1893,297,936,287,33.15,N
147500,4.7941,24,2155,379,1158,360,33.15,N
222400,5.0461,15,3154,488,1656,429,33.19,N
212800,5.1771,17,5391,886,2732,830,33.18,N
174800,4.4477,4,5465,974,2844,950,33.17,N
183800,5.4819,12,2465,412,1226,428,33.17,N
206700,4.8554,11,6341,1030,2697,977,33.16,N
180400,3.2024,15,2994,522,1231,503,33.15,N
156800,3.5462,19,2629,494,1444,503,33.14,N
137500,3.4764,13,3958,865,1981,840,33.15,N
135300,2.6152,17,6817,1632,4526,1474,33.13,N
137500,2.1786,33,555,165,612,176,33.13,N
137200,3.8185,27,3819,674,2447,717,33.14,N
98500,2.3762,20,7746,2035,5370,1838,33.13,N
150000,2.8247,15,13814,2888,6583,2789,33.15,N
136300,2.25,16,4552,1166,2737,1051,33.14,N
143500,2.8015,12,8742,2114,4854,1957,33.13,N
113700,2.1437,17,8466,2628,7014,2267,33.13,N
137500,0.7054,43,107,44,107,48,33.12,N
191100,4.7019,14,8374,1407,2916,1295,33.15,N
161100,3.1467,5,3159,685,1398,581,33.15,N
182800,4.4655,7,2810,464,1564,457,33.15,N
199800,3.7109,11,5546,974,2300,970,33.18,N
159500,2.3171,7,10665,2576,4917,2424,33.14,N
190500,3.4455,10,3208,636,1395,582,33.14,N
264000,4.9005,7,6126,1032,2662,923,33.12,N
80000,2.082,17,3164,652,1123,699,33.13,N
200000,3.875,46,52,13,59,13,33.12,N
275000,0.813,12,961,342,315,201,33.12,N
132400,2.2875,17,2641,627,1167,647,33.11,N
199600,4.3513,12,9302,1603,4074,1504,33.07,N
186600,3.6389,45,1032,235,363,177,33.07,N
347300,8.6803,16,2402,336,1080,365,33.07,N
444100,8.5957,8,2756,343,1045,340,33.07,N
353000,4.4375,5,12045,2162,5640,1997,33.09,N
249100,4.9844,23,3400,501,1383,488,33.08,N
177000,3.8292,21,2876,539,1387,499,33.1,N
178300,4.7566,23,3792,624,1988,658,33.09,N
122500,2.5284,11,567,184,620,163,33.12,N
115100,2.5331,31,1356,324,1301,331,33.11,N
127700,2.2,28,2094,585,1556,563,33.11,N
171600,3.1429,32,1713,321,891,286,33.11,N
145500,1.8363,37,1060,268,823,229,33.12,N
139900,3.0915,31,2055,473,1326,427,33.11,N
116700,2.2146,31,1832,444,1669,463,33.11,N
114300,1.875,33,674,208,565,188,33.12,N
187700,3.1458,21,4578,927,2818,900,33.12,N
146300,2.7216,32,2474,499,1224,461,33.12,N
127000,2.4122,12,2453,599,1251,529,33.12,N
142300,3.0054,17,5565,1237,3004,1139,33.11,N
262500,4.0484,11,7483,1276,3516,1261,33.09,N
172800,4.7022,15,7000,1185,3555,1118,33.13,N
287500,6.7957,10,5149,851,2177,783,33.13,N
169900,4.2813,17,2385,372,1118,369,33.13,N
223500,5.4786,18,4393,642,2095,677,33.11,N
167500,5.2323,22,2427,390,1099,362,33.13,N
320200,6.1868,13,5516,746,2119,662,33.1,N
248300,5.4663,25,3142,446,1286,419,33.12,N
335600,6.1834,16,4677,581,1902,566,33.09,N
239900,4.8836,16,3490,545,1628,535,33.06,N
210900,5.0278,14,2816,501,1448,452,32.99,N
222600,4.5,18,2087,353,992,329,32.96,N
225900,4.0408,15,2755,519,1474,460,33.08,N
239100,5.5842,13,1406,260,737,279,33.08,N
221000,5.5102,7,12480,1946,5102,1697,33,N
199200,5.4155,5,5673,855,2592,797,33.01,N
166700,2.8827,11,7217,1583,4197,1502,33.05,N
171500,5.2596,16,3204,541,1818,529,33.02,N
167200,3.475,11,3213,634,1975,579,33.03,N
164500,3.6348,17,9044,1689,5030,1596,33.05,N
170200,4.6518,17,401,68,251,69,33.02,N
209800,5.6674,11,1227,202,645,198,33.02,N
158200,2.4744,17,4190,946,1802,673,33.33,N
156300,2.1797,26,1820,374,1001,324,33.16,N
172900,2.7813,23,1731,365,612,258,33.06,N
134400,3.0089,36,992,224,334,126,33.09,N
148200,4.125,15,1985,361,536,209,33.05,N
198100,3.875,11,2522,538,616,269,33.04,N
221900,1.5909,24,1378,272,532,188,33.09,N
193800,5.359,16,349,74,120,43,32.97,N
189900,4.57,18,4454,852,1754,656,32.9,N
176400,3.3214,24,2746,514,731,295,33.36,N
100000,3.3625,19,1791,367,327,185,33.28,N
83700,1.9875,17,934,284,452,184,33.07,N
58800,2.5179,18,382,128,194,69,32.84,N
98700,2.5795,12,4890,1152,1289,570,33.19,N
116500,2.919,19,4085,876,2133,718,32.69,N
127100,2.1949,22,2680,643,1644,516,32.65,N
110700,1.7137,16,2595,606,1046,367,32.74,N
61800,1.4648,28,1608,409,567,254,32.64,N
217400,4.2321,17,4863,845,2266,769,32.85,N
231800,3.5769,12,4281,786,1891,721,32.84,N
187200,3.1196,16,3311,702,1627,624,32.84,N
222900,2.875,16,3688,817,1969,767,32.82,N
308600,6.6361,17,3348,481,1222,443,32.82,N
274600,6.1481,11,3874,565,1672,546,32.8,N
169100,4.0159,18,4115,847,2032,745,32.86,N
240600,6.2152,13,843,157,918,152,32.79,N
248900,5.5164,15,2053,321,993,309,32.75,N
300300,6.4745,8,4630,624,2048,575,32.73,N
259900,5.7652,13,3268,491,1431,503,32.72,N
293100,6.2578,9,2652,393,1355,362,32.67,N
214500,4.7367,14,4085,751,2129,688,32.74,N
206100,3.5227,19,2652,520,1421,491,32.61,N
500001,3.6728,25,1178,545,592,441,37.81,P
500001,1.8981,31,3991,1311,2305,1201,37.81,P
500001,4.3472,52,1314,317,473,250,37.81,P
500001,8.0755,52,2852,581,838,510,37.8,P
500001,4.9211,52,4985,1355,1848,1255,37.8,P
500001,3.2356,50,2494,731,958,712,37.8,P
500001,4.4712,52,741,170,277,165,37.8,P
500001,3.1477,52,2583,672,1335,613,37.8,P
350000,4.1607,52,2618,611,1328,559,37.8,P
500001,5.4378,52,3278,775,1279,709,37.8,P
500001,2.5875,52,812,252,629,247,37.8,P
433300,3.6065,52,4088,946,1906,863,37.8,P
500001,6.3245,52,1288,309,437,272,37.8,P
500001,4.775,52,1860,575,679,448,37.8,P
412500,4.2015,52,2094,568,920,503,37.8,P
250000,7.7852,12,1349,349,536,334,37.81,P
375000,2.8229,52,2450,741,1415,664,37.8,P
300000,1.9063,52,1642,570,1432,513,37.8,P
168800,2.75,52,1394,395,1700,400,37.8,P
400000,3.3839,52,1724,416,1016,395,37.8,P
243800,1.8295,52,1866,748,2957,710,37.8,P
450000,0.8836,30,1821,738,1648,684,37.8,P
500001,5.866,52,3697,837,1446,711,37.8,P
350000,3.5746,52,2892,751,1785,733,37.8,P
380000,2.9871,52,3598,1011,2062,966,37.79,P
500001,4.3472,52,2797,685,1156,651,37.8,P
450000,4.2458,52,3823,1040,1830,977,37.8,P
458300,2.0987,52,3321,1115,1576,1034,37.8,P
420000,3.3643,52,1777,486,932,427,37.8,P
287500,2.5603,52,3067,870,2122,850,37.8,P
225000,2.565,52,3457,1021,2286,994,37.79,P
400000,2.1343,52,3364,1100,2112,1045,37.79,P
275000,2.5013,52,3511,1232,2452,1131,37.79,P
500001,3.0296,52,2909,851,1711,830,37.79,P
500001,3.3681,52,3302,869,1178,727,37.79,P
350000,3.5066,52,2161,544,904,431,37.79,P
225000,1.9145,52,1999,642,1846,620,37.8,P
55000,1.3668,52,2302,938,1515,861,37.79,P
500001,0.9,52,3260,1535,3260,1457,37.8,P
500001,4.5581,25,4561,1474,1525,1169,37.8,P
450000,1.4552,52,1185,660,1007,623,37.79,P
237500,1.5156,52,1436,738,1688,662,37.79,P
500001,3.2059,52,3610,1286,1504,1047,37.79,P
275000,2.5166,52,6016,2509,3436,2119,37.79,P
225000,1.8068,52,2737,1241,1761,1029,37.79,P
225000,1.724,52,5783,2747,4518,2538,37.79,P
500001,2.3304,26,812,507,628,445,37.78,P
500001,0.8543,27,1728,884,1211,752,37.78,P
500001,3.7679,39,3275,837,1137,725,37.81,P
500001,3.4801,52,3830,1142,1310,963,37.8,P
500001,4.2857,52,1724,412,540,319,37.8,P
500001,4.6781,52,4309,942,1297,798,37.81,P
500001,3.9028,52,1375,322,287,184,37.81,P
500001,5.0376,52,2869,594,500,335,37.8,P
500001,4.5523,52,3257,735,1045,620,37.8,P
500001,3.2447,52,1580,470,714,448,37.8,P
500000,2.7717,52,1006,291,445,257,37.8,P
500001,4.625,52,3149,719,1145,658,37.8,P
500001,7.9761,52,3161,472,842,410,37.8,P
500001,5.2539,52,2865,593,1029,577,37.8,P
500001,3.9856,52,1603,487,727,464,37.8,P
466700,4.1047,52,3172,848,1259,806,37.8,P
400000,4.199,52,2788,813,1302,764,37.8,P
500000,3.3715,52,2994,821,1240,779,37.8,P
475000,3.6893,52,1976,726,1045,669,37.8,P
500000,3.2235,52,1006,251,349,233,37.8,P
500001,4.0417,52,1380,322,553,288,37.8,P
500001,4.038,52,2657,772,1014,685,37.8,P
500000,5.0365,52,2696,572,925,552,37.8,P
500001,5.7934,52,2520,649,959,607,37.8,P
500001,4.5399,52,2802,622,954,572,37.8,P
500001,4.5913,52,4079,1112,1466,1024,37.8,P
500001,4.0156,48,4506,1342,1980,1239,37.79,P
500001,3.8068,52,3565,892,1377,852,37.79,P
500001,7.2623,52,3486,847,1248,813,37.79,P
500001,5.8543,52,6186,1566,2065,1374,37.79,P
500001,5.3124,52,1979,359,648,370,37.79,P
500001,10.8783,52,1335,151,402,157,37.79,P
500001,8.0755,52,2045,353,722,327,37.79,P
500001,15.0001,52,1447,186,483,181,37.79,P
500001,10.0914,52,2196,280,668,291,37.79,P
500001,5.5634,52,3069,579,1107,536,37.79,P
425000,1.4804,52,1734,482,731,429,37.79,P
500001,10.7097,52,1457,215,495,208,37.79,P
500001,14.2959,52,899,96,304,110,37.79,P
500001,5.2909,52,2106,373,743,348,37.79,P
500001,3.975,52,1817,535,800,487,37.79,P
500001,4.4375,52,3640,840,1525,796,37.79,P
500001,6.4209,52,3785,808,1371,799,37.79,P
500001,4.3986,52,3522,938,1319,887,37.79,P
500001,4.2042,52,3219,969,1152,830,37.79,P
87500,2.6607,52,2511,895,1202,804,37.79,P
117500,3.4423,6,670,301,655,284,37.79,P
500001,2.7165,50,3312,1095,1475,997,37.79,P
500001,3.4375,52,3020,842,1294,769,37.79,P
460000,5.0049,25,1637,394,649,379,37.79,P
500001,4.4464,52,1903,461,831,433,37.79,P
468800,4.0882,52,2083,491,1224,483,37.79,P
500000,3.6812,52,1726,384,614,356,37.79,P
372200,2.8569,52,2695,657,1243,573,37.78,P
333300,3.1576,45,2747,699,1320,693,37.78,P
500001,3.7188,46,2009,464,761,453,37.79,P
500001,5.0156,52,3975,716,1515,691,37.78,P
450000,2.6782,24,2459,1001,1362,957,37.79,P
220000,1.3062,10,2380,843,1245,789,37.78,P
237500,1.4866,39,1181,310,901,281,37.78,P
494400,3.7159,52,1345,291,560,294,37.78,P
355300,4,52,2686,606,1392,578,37.78,P
400000,5.2806,47,1682,379,837,375,37.78,P
492300,3.6875,37,1235,314,481,297,37.78,P
280000,2.8654,52,3510,791,1703,657,37.78,P
412500,3.875,44,1545,334,561,326,37.78,P
322700,4.1319,43,1452,397,897,393,37.78,P
428300,3.2011,48,1013,194,464,205,37.78,P
418400,3.6667,52,2033,438,2198,418,37.78,P
146900,2.151,16,883,236,601,219,37.78,P
350000,2.9792,49,2246,587,1277,546,37.78,P
471400,3.3882,52,3017,851,1588,800,37.78,P
341700,2.943,52,2747,736,1309,653,37.78,P
346200,2.4196,52,1118,279,514,284,37.78,P
293800,3.1607,31,1364,386,707,379,37.78,P
287500,2.6392,26,3587,1034,1821,936,37.78,P
275000,3.6437,2,1205,468,577,363,37.78,P
187500,3.1462,19,4065,1645,2079,1470,37.78,P
72500,1.8438,17,1257,339,1093,384,37.78,P
115000,1.077,17,2728,908,1670,893,37.78,P
112500,0.9355,24,2037,696,1371,585,37.78,P
275000,2.4414,52,989,425,634,341,37.78,P
187500,2.1516,52,1254,469,895,456,37.78,P
177500,1.3844,29,1310,364,1009,379,37.78,P
316700,2.105,52,1952,628,1284,576,37.78,P
442900,2.8202,52,4014,1069,2070,927,37.78,P
425000,2.9567,52,3944,1072,1913,973,37.77,P
475000,2.5721,52,2911,753,1696,676,37.78,P
364300,2.0161,52,2705,647,1355,628,37.77,P
350000,3.3679,52,2339,548,1090,507,37.77,P
500001,3.3068,52,3188,708,1526,664,37.77,P
500001,3.0906,52,1722,465,885,437,37.77,P
500001,3.6186,52,3475,807,1518,777,37.77,P
500000,4.1417,52,2296,509,1039,472,37.77,P
500000,3.0409,52,2191,627,1100,585,37.77,P
492900,3.35,52,2645,626,1275,553,37.77,P
335700,3.3702,52,3563,832,1712,787,37.77,P
400000,4.445,52,1760,366,742,318,37.77,P
488900,3.2239,52,2002,520,939,501,37.77,P
438900,3.0766,52,2994,736,1428,700,37.77,P
250000,2.5186,52,1086,349,589,361,37.77,P
450000,2.879,52,1925,568,867,515,37.77,P
366700,2.6914,52,1567,482,654,425,37.77,P
412500,2.3977,52,2514,729,1428,597,37.77,P
337500,2.3887,52,2416,620,1188,591,37.77,P
222700,3.2981,52,1862,472,872,471,37.77,P
354500,2.7587,52,4397,1116,1939,1053,37.77,P
418800,3.6894,52,2685,629,1170,614,37.77,P
476900,5.1788,52,2537,559,849,530,37.77,P
400000,4.4085,52,5604,1268,2023,1196,37.77,P
455900,6.8939,38,2202,452,833,435,37.76,P
500001,4.4875,52,3225,667,1494,619,37.77,P
500001,4.3667,52,3505,745,1374,714,37.77,P
500001,4.6912,50,2518,507,979,516,37.76,P
450000,4.6477,52,1457,292,621,315,37.76,P
500001,3.575,52,3095,682,1269,639,37.77,P
500001,4.5052,52,3939,852,1737,797,37.77,P
55000,1.1185,52,1928,836,2124,739,37.78,P
375000,1.4554,52,1534,763,1520,614,37.78,P
350000,3.8625,52,254,72,153,29,37.78,P
275000,3.2292,52,361,76,168,55,37.77,P
193800,2.6083,52,1963,565,1628,524,37.77,P
350000,2.5742,32,352,132,313,105,37.78,P
250000,3.4671,52,849,276,582,222,37.77,P
32500,1.8519,52,1014,422,1055,382,37.78,P
275000,4.7105,3,3464,1179,1441,919,37.78,P
187500,3.6037,5,1405,515,725,392,37.78,P
350000,4.6563,52,94,24,113,27,37.79,P
250000,2.7909,26,5416,1045,4531,962,37.81,P
112500,1.6125,52,464,202,286,148,37.78,P
225000,4.3958,52,144,63,1061,68,37.77,P
162500,2.0548,52,759,323,421,255,37.77,P
312500,1.375,52,1176,493,1136,436,37.77,P
225000,1.3365,37,1291,588,1846,557,37.76,P
350000,2.7794,52,2185,656,1266,626,37.77,P
325000,2.5755,52,4226,1315,2619,1242,37.77,P
250000,2.5403,52,3587,1030,2259,979,37.76,P
275000,3.6031,52,2714,779,1438,733,37.77,P
250000,3.8261,52,1582,353,868,329,37.76,P
350000,2.8458,52,2250,566,1051,562,37.76,P
361600,4.2222,52,2959,683,1145,666,37.76,P
386100,4.6053,30,5089,1210,1935,1139,37.76,P
316200,4.3232,28,4930,1381,2232,1321,37.75,P
423100,4.05,35,1581,422,580,388,37.76,P
376600,5.2519,50,2589,569,945,544,37.76,P
500001,5.6235,51,2564,457,810,442,37.76,P
370000,3.3702,52,1968,472,784,430,37.76,P
370000,3.9079,52,2110,454,816,438,37.76,P
405400,5.0731,52,2509,496,855,478,37.76,P
427300,3.5655,52,3771,1017,1575,921,37.76,P
500001,4.75,52,2242,459,751,464,37.76,P
455400,4.2569,52,2356,501,909,481,37.76,P
386400,3.3565,52,3708,849,1531,822,37.76,P
270000,3.3937,52,4407,1192,2280,1076,37.76,P
391200,3.5052,52,4001,1084,2129,1037,37.76,P
490000,2.6803,52,2088,487,1082,488,37.76,P
225000,2.0329,52,1190,400,1270,332,37.76,P
266700,2.5701,52,2038,629,2007,596,37.76,P
265000,1.65,52,1494,610,1630,590,37.76,P
212500,1.3824,46,2150,817,2075,807,37.76,P
250000,2.1289,52,1855,611,1715,614,37.75,P
262500,3.3816,52,1207,302,1008,269,37.75,P
275000,2.1971,52,801,272,639,259,37.75,P
250000,2.2328,52,1609,510,1155,439,37.75,P
300000,2.7173,52,1974,525,935,465,37.75,P
400000,3.5536,52,2112,528,1227,513,37.75,P
400000,2.9052,52,2708,762,1460,741,37.75,P
275000,3,52,1564,396,1162,374,37.75,P
396800,3.575,52,2700,595,1181,575,37.75,P
355600,4.0625,52,1970,495,871,474,37.75,P
387900,4.0568,52,2459,507,1012,475,37.75,P
437500,4.4318,52,2332,434,861,406,37.76,P
355600,4.7946,52,2285,509,839,456,37.75,P
375000,4,52,3114,637,1144,591,37.75,P
368900,4.2708,52,2082,425,801,411,37.75,P
383700,3.7545,52,2721,581,1043,519,37.75,P
338800,4.2667,46,1519,291,573,289,37.75,P
380400,5.0505,52,1573,334,725,338,37.75,P
347500,3.5114,52,1615,393,633,378,37.75,P
362200,4.875,52,3521,767,1415,687,37.75,P
347700,3.95,52,2960,623,1191,589,37.75,P
306000,3.2632,52,2164,533,1122,469,37.75,P
325700,4.6547,52,2713,624,1370,594,37.74,P
328100,3.0833,52,1786,427,856,394,37.74,P
324300,5.0196,52,2229,498,1079,472,37.74,P
325900,3.775,52,2155,468,962,490,37.75,P
356100,5.0519,40,4850,977,1824,952,37.75,P
409700,4.5469,21,5457,1247,2304,1180,37.75,P
